symbol,sector,industry,price
AWP,Miscellaneous,Investment Trusts/Mutual Funds,
RTI,Health Technology,Pharmaceuticals: Other,
MDRX,Technology Services,Information Technology Services,
FCX,Non-Energy Minerals,Other Metals/Minerals,
CBG,Finance,Investment Banks/Brokers,
AB,Finance,Investment Managers,
DTZ,Producer Manufacturing,Electrical Products,
VIV,Communications,Major Telecommunications,
KOF,Consumer Non-Durables,Beverages: Non-Alcoholic,
LADR,Finance,Finance/Rental/Leasing,
VBF,Miscellaneous,Investment Trusts/Mutual Funds,
BBDO,Finance,Major Banks,
UPI,Process Industries,Pulp & Paper,
DQ,Process Industries,Chemicals: Specialty,
NEWR,Technology Services,Information Technology Services,
SREV,Technology Services,Information Technology Services,
FFIN,Finance,Regional Banks,
QTWO,Technology Services,Information Technology Services,
MCBC,Finance,Regional Banks,
JHA,Non-Energy Minerals,Construction Materials,
EMES,Miscellaneous,Investment Trusts/Mutual Funds,
RDC,Consumer Services,Hotels/Resorts/Cruise lines,
EQT,Energy Minerals,Oil & Gas Production,
GG,Consumer Services,Broadcasting,
CMSB,Non-Energy Minerals,Construction Materials,
LXP,Finance,Real Estate Investment Trusts,
PRXL,Commercial Services,Miscellaneous Commercial Services,
TPRE,Finance,Property/Casualty Insurance,
ENJ,Utilities,Electric Utilities,
GIB,Technology Services,Information Technology Services,
ROCK,Producer Manufacturing,Metal Fabrication,
MBI,Finance,Specialty Insurance,
RAD,Retail Trade,Drugstore Chains,
GAIN,Finance,Investment Managers,
FIS,Technology Services,Data Processing Services,
MUH,Miscellaneous,Investment Trusts/Mutual Funds,
FLO,Consumer Non-Durables,Food: Specialty/Candy,
PHM,Consumer Durables,Homebuilding,
AUQ,Non-Energy Minerals,Other Metals/Minerals,
HCCI,Industrial Services,Environmental Services,
HSIC,Distribution Services,Medical Distributors,
SWZ,Miscellaneous,Investment Trusts/Mutual Funds,
ASNA,Retail Trade,Apparel/Footwear Retail,
WLK,Process Industries,Chemicals: Major Diversified,
FWP,Health Technology,Biotechnology,
NOK,Electronic Technology,Telecommunications Equipment,
SFUN,Technology Services,Internet Software/Services,
MANT,Technology Services,Packaged Software,
PJC,Finance,Property/Casualty Insurance,
TCAP,Finance,Investment Banks/Brokers,
IRL,Miscellaneous,Investment Trusts/Mutual Funds,
FSM,Non-Energy Minerals,Precious Metals,
JPM,Finance,Major Banks,
TESS,Electronic Technology,Telecommunications Equipment,
PLAY,Consumer Services,Movies/Entertainment,
MDLZ,Consumer Non-Durables,Food: Major Diversified,
SCM,Finance,Investment Managers,
GNK,Transportation,Marine Shipping,
NWSA,Consumer Services,Publishing: Newspapers,
BPY,Finance,Real Estate Development,
FOF,Miscellaneous,Investment Trusts/Mutual Funds,
UCP,Energy Minerals,Coal,
CXO,Energy Minerals,Oil & Gas Production,
BC,Consumer Durables,Recreational Products,
SUM,Non-Energy Minerals,Construction Materials,
RSG,Industrial Services,Environmental Services,
AEGN,Industrial Services,Engineering & Construction,
TRMK,Finance,Regional Banks,
CPSI,Technology Services,Information Technology Services,
DTF,Miscellaneous,Investment Trusts/Mutual Funds,
NGG,Utilities,Electric Utilities,
MYC,Miscellaneous,Investment Trusts/Mutual Funds,
ERA,Non-Energy Minerals,Other Metals/Minerals,
UNP,Transportation,Railroads,
KAP,Non-Energy Minerals,Other Metals/Minerals,
HP,Industrial Services,Contract Drilling,
XEL,Utilities,Electric Utilities,
CABO,Consumer Services,Cable/Satellite TV,
D,Utilities,Electric Utilities,
CVT,Consumer Non-Durables,Food: Major Diversified,
NATI,Technology Services,Packaged Software,
EBAY,Consumer Services,Other Consumer Services,
ABY,Non-Energy Minerals,Precious Metals,
CDK,Commercial Services,Miscellaneous Commercial Services,
CMI,Producer Manufacturing,Trucks/Construction/Farm Machinery,
CALA,Health Technology,Biotechnology,
SGI,Consumer Services,Other Consumer Services,
INFA,Industrial Services,Oil & Gas Pipelines,
LXFR,Producer Manufacturing,Industrial Machinery,
PNFP,Finance,Regional Banks,
PACB,Health Technology,Biotechnology,
HOT,Miscellaneous,Investment Trusts/Mutual Funds,
CRUS,Electronic Technology,Semiconductors,
WEC,Utilities,Electric Utilities,
CBPO,Health Technology,Biotechnology,
LH,Health Services,Services to the Health Industry,
AYR,Non-Energy Minerals,Precious Metals,
WLKP,Process Industries,Chemicals: Specialty,
NYV,Miscellaneous,Investment Trusts/Mutual Funds,
PYPL,Technology Services,Data Processing Services,
BHL,Finance,Real Estate Development,
GOGL,Transportation,Marine Shipping,
AKR,Finance,Real Estate Investment Trusts,
RMT,Miscellaneous,Investment Trusts/Mutual Funds,
ARO,Finance,Real Estate Investment Trusts,
EPAM,Technology Services,Information Technology Services,
WSO,Producer Manufacturing,Building Products,
PRA,Finance,Specialty Insurance,
PMX,Miscellaneous,Investment Trusts/Mutual Funds,
ANW,Miscellaneous,Investment Trusts/Mutual Funds,
DECK,Consumer Non-Durables,Apparel/Footwear,
GSK,Health Technology,Pharmaceuticals: Major,
PFLT,Finance,Investment Managers,
TLRD,Retail Trade,Apparel/Footwear Retail,
MSM,Distribution Services,Wholesale Distributors,
COG,Energy Minerals,Integrated Oil,
BURL,Retail Trade,Apparel/Footwear Retail,
AHH,Finance,Real Estate Investment Trusts,
RSO,Retail Trade,Apparel/Footwear Retail,
BBK,Miscellaneous,Investment Trusts/Mutual Funds,
NRG,Utilities,Electric Utilities,
OSK,Producer Manufacturing,Trucks/Construction/Farm Machinery,
CFG,Finance,Regional Banks,
MCI,Finance,Investment Managers,
MSTR,Technology Services,Internet Software/Services,
LTC,Finance,Real Estate Investment Trusts,
CHE,Health Services,Medical/Nursing Services,
NXRT,Finance,Real Estate Investment Trusts,
IBKR,Finance,Investment Banks/Brokers,
RGA,Finance,Life/Health Insurance,
MCA,Miscellaneous,Investment Trusts/Mutual Funds,
JGH,Miscellaneous,Investment Trusts/Mutual Funds,
MQT,Miscellaneous,Investment Trusts/Mutual Funds,
WBA,Retail Trade,Drugstore Chains,
UMH,Finance,Real Estate Investment Trusts,
EXTR,Electronic Technology,Computer Peripherals,
MORN,Finance,Investment Managers,
ROLL,Producer Manufacturing,Metal Fabrication,
EARN,Finance,Real Estate Investment Trusts,
ARTNA,Utilities,Water Utilities,
JAKK,Consumer Durables,Recreational Products,
BLT,Non-Energy Minerals,Other Metals/Minerals,
AXTA,Process Industries,Industrial Specialties,
TWTR,Technology Services,Internet Software/Services,
TTC,Producer Manufacturing,Trucks/Construction/Farm Machinery,
CTY,Communications,Specialty Telecommunications,
YNDX,Technology Services,Internet Software/Services,
PCN,Miscellaneous,Investment Trusts/Mutual Funds,
TREC,Energy Minerals,Oil Refining/Marketing,
BLMN,Consumer Services,Restaurants,
FB,Technology Services,Internet Software/Services,
FAF,Finance,Specialty Insurance,
PLCE,Retail Trade,Apparel/Footwear Retail,
SGMS,Consumer Services,Casinos/Gaming,
AFB,Miscellaneous,Investment Trusts/Mutual Funds,
NBRV,Health Technology,Biotechnology,
XIN,Finance,Real Estate Development,
LLL,Finance,Financial Conglomerates,
VRTX,Health Technology,Biotechnology,
SSP,Consumer Services,Broadcasting,
MYL,Health Technology,Pharmaceuticals: Generic,
UCBI,Finance,Regional Banks,
CHL,Communications,Wireless Telecommunications,
SKX,Consumer Non-Durables,Apparel/Footwear,
COLM,Consumer Non-Durables,Apparel/Footwear,
MCR,Miscellaneous,Investment Trusts/Mutual Funds,
LEA,Producer Manufacturing,Auto Parts: OEM,
SKT,Finance,Real Estate Investment Trusts,
BDGE,Finance,Regional Banks,
FIX,Industrial Services,Engineering & Construction,
HRB,Consumer Services,Other Consumer Services,
KMI,Industrial Services,Oil & Gas Pipelines,
DNB,Technology Services,Packaged Software,
EQBK,Finance,Regional Banks,
TPZ,Miscellaneous,Investment Trusts/Mutual Funds,
SXC,Energy Minerals,Coal,
ARN,Utilities,Alternative Power Generation,
SBS,Utilities,Water Utilities,
CRNT,Electronic Technology,Telecommunications Equipment,
CIT,Finance,Major Banks,
FITBI,Finance,Regional Banks,
DD,Process Industries,Chemicals: Major Diversified,
IIVI,Electronic Technology,Electronic Equipment/Instruments,
AAP,Retail Trade,Specialty Stores,
FIG,Miscellaneous,Investment Trusts/Mutual Funds,
GOF,Miscellaneous,Investment Trusts/Mutual Funds,
FTI,Industrial Services,Oilfield Services/Equipment,
SWIR,Electronic Technology,Telecommunications Equipment,
NTL,Communications,Specialty Telecommunications,
NMR,Finance,Investment Banks/Brokers,
STBA,Finance,Regional Banks,
SPB,Consumer Durables,Electronics/Appliances,
FLS,Producer Manufacturing,Industrial Machinery,
GLBL,Miscellaneous,Investment Trusts/Mutual Funds,
BOX,Technology Services,Information Technology Services,
PGR,Finance,Property/Casualty Insurance,
CGG,Non-Energy Minerals,Precious Metals,
PPR,Miscellaneous,Investment Trusts/Mutual Funds,
ASFI,Finance,Finance/Rental/Leasing,
GGE,Energy Minerals,Oil & Gas Production,
BIF,Miscellaneous,Investment Trusts/Mutual Funds,
MFCB,Producer Manufacturing,Miscellaneous Manufacturing,
EXLS,Technology Services,Data Processing Services,
DNOW,Distribution Services,Wholesale Distributors,
DEA,Finance,Real Estate Investment Trusts,
BG,Process Industries,Agricultural Commodities/Milling,
BGNE,Health Technology,Biotechnology,
AMED,Health Services,Medical/Nursing Services,
KBH,Consumer Durables,Homebuilding,
AMT,Finance,Real Estate Investment Trusts,
SPA,Technology Services,Internet Software/Services,
MSA,Consumer Durables,Other Consumer Specialties,
KAR,Commercial Services,Miscellaneous Commercial Services,
ABR,Finance,Real Estate Investment Trusts,
LL,Retail Trade,Specialty Stores,
IRR,Miscellaneous,Investment Trusts/Mutual Funds,
NXPI,Electronic Technology,Semiconductors,
MTRN,Non-Energy Minerals,Other Metals/Minerals,
GIII,Consumer Non-Durables,Apparel/Footwear,
GPRK,Energy Minerals,Oil & Gas Production,
EVER,Technology Services,Internet Software/Services,
AMP,Finance,Investment Banks/Brokers,
SDT,Producer Manufacturing,Miscellaneous Manufacturing,
TPX,Consumer Durables,Home Furnishings,
CCK,Process Industries,Containers/Packaging,
SBLK,Transportation,Marine Shipping,
CGO,Miscellaneous,Investment Trusts/Mutual Funds,
TMO,Health Technology,Medical Specialties,
ED,Utilities,Electric Utilities,
TCI,Finance,Real Estate Investment Trusts,
FARM,Consumer Non-Durables,Food: Specialty/Candy,
GKOS,Health Technology,Medical Specialties,
BKK,Miscellaneous,Investment Trusts/Mutual Funds,
TW,Technology Services,Internet Software/Services,
POOL,Distribution Services,Wholesale Distributors,
LXU,Process Industries,Chemicals: Agricultural,
GWR,Utilities,Water Utilities,
HA,Transportation,Airlines,
CSI,Process Industries,Agricultural Commodities/Milling,
STFC,Finance,Property/Casualty Insurance,
PEI,Finance,Real Estate Investment Trusts,
DRD,Non-Energy Minerals,Precious Metals,
SILC,Electronic Technology,Computer Communications,
VOD,Communications,Wireless Telecommunications,
CHSCN,Process Industries,Agricultural Commodities/Milling,
VAR,Health Technology,Medical Specialties,
LOCK,Miscellaneous,Investment Trusts/Mutual Funds,
MPA,Miscellaneous,Investment Trusts/Mutual Funds,
CHSCP,Process Industries,Agricultural Commodities/Milling,
BANX,Miscellaneous,Investment Trusts/Mutual Funds,
MTGE,Finance,Real Estate Investment Trusts,
MHO,Consumer Durables,Homebuilding,
THG,Finance,Property/Casualty Insurance,
LCUT,Consumer Durables,Home Furnishings,
GE,Electronic Technology,Aerospace & Defense,
W,Retail Trade,Internet Retail,
NFJ,Miscellaneous,Investment Trusts/Mutual Funds,
CTQ,Electronic Technology,Aerospace & Defense,
CRI,Retail Trade,Apparel/Footwear Retail,
DOV,Industrial Services,Oilfield Services/Equipment,
MIXT,Technology Services,Information Technology Services,
EXEL,Health Technology,Biotechnology,
TFG,Miscellaneous,Investment Trusts/Mutual Funds,
GJH,Finance,Finance/Rental/Leasing,
SFS,Consumer Services,Restaurants,
NGS,Industrial Services,Oilfield Services/Equipment,
LMT,Electronic Technology,Aerospace & Defense,
NMY,Miscellaneous,Investment Trusts/Mutual Funds,
LEE,Consumer Services,Publishing: Newspapers,
MTL,Non-Energy Minerals,Steel,
SYT,Technology Services,Information Technology Services,
O,Finance,Real Estate Investment Trusts,
ARG,Energy Minerals,Oil & Gas Production,
MOV,Consumer Durables,Other Consumer Specialties,
RTIX,Health Technology,Medical Specialties,
EVR,Finance,Investment Banks/Brokers,
AXR,Finance,Real Estate Development,
DATA,Commercial Services,Advertising/Marketing Services,
SFE,Finance,Financial Conglomerates,
VRNS,Technology Services,Information Technology Services,
MLM,Non-Energy Minerals,Construction Materials,
MPWR,Electronic Technology,Semiconductors,
MMU,Miscellaneous,Investment Trusts/Mutual Funds,
CLDT,Finance,Real Estate Investment Trusts,
JBSS,Consumer Non-Durables,Food: Specialty/Candy,
PLPC,Producer Manufacturing,Building Products,
DIAX,Miscellaneous,Investment Trusts/Mutual Funds,
NPF,Miscellaneous,Investment Trusts/Mutual Funds,
HDS,Distribution Services,Wholesale Distributors,
RIC,Process Industries,Agricultural Commodities/Milling,
LB,Retail Trade,Apparel/Footwear Retail,
IBN,Finance,Regional Banks,
INCR,Health Technology,Medical Specialties,
SNCR,Technology Services,Internet Software/Services,
BUI,Miscellaneous,Investment Trusts/Mutual Funds,
MFT,Miscellaneous,Investment Trusts/Mutual Funds,
EOG,Energy Minerals,Oil & Gas Production,
CPIX,Health Technology,Pharmaceuticals: Other,
NUAN,Technology Services,Packaged Software,
EXFO,Electronic Technology,Telecommunications Equipment,
GYC,Finance,Finance/Rental/Leasing,
IBOC,Finance,Regional Banks,
CTBI,Finance,Regional Banks,
ENLC,Industrial Services,Oil & Gas Pipelines,
PVH,Consumer Non-Durables,Apparel/Footwear,
MU,Electronic Technology,Semiconductors,
RY,Finance,Major Banks,
ZNGA,Technology Services,Internet Software/Services,
SBR,Energy Minerals,Oil & Gas Production,
SPWR,Producer Manufacturing,Electrical Products,
PWOD,Finance,Regional Banks,
TDOC,Health Services,Hospital/Nursing Management,
LSTR,Transportation,Trucking,
WDFC,Process Industries,Industrial Specialties,
CCM,Health Services,Medical/Nursing Services,
EE,Utilities,Electric Utilities,
CSII,Health Technology,Medical Specialties,
LONG,Miscellaneous,Investment Trusts/Mutual Funds,
NEM,Non-Energy Minerals,Precious Metals,
ISF,Miscellaneous,Investment Trusts/Mutual Funds,
LYG,Finance,Major Banks,
CENX,Non-Energy Minerals,Aluminum,
MAC,Finance,Real Estate Investment Trusts,
CACC,Finance,Finance/Rental/Leasing,
NPV,Miscellaneous,Investment Trusts/Mutual Funds,
IHC,Finance,Life/Health Insurance,
NVCR,Health Technology,Medical Specialties,
BIOS,Health Technology,Medical Specialties,
GF,Miscellaneous,Investment Trusts/Mutual Funds,
FMI,Miscellaneous,Investment Trusts/Mutual Funds,
GJR,Finance,Finance/Rental/Leasing,
UCTT,Electronic Technology,Semiconductors,
GGT,Miscellaneous,Investment Trusts/Mutual Funds,
CVGI,Producer Manufacturing,Trucks/Construction/Farm Machinery,
TRVN,Health Technology,Biotechnology,
CC,Process Industries,Industrial Specialties,
CPT,Finance,Real Estate Investment Trusts,
UVSP,Finance,Regional Banks,
PER,Energy Minerals,Oil & Gas Production,
TRC,Finance,Real Estate Development,
JLS,Miscellaneous,Investment Trusts/Mutual Funds,
LYV,Consumer Services,Movies/Entertainment,
AWAY,Miscellaneous,Investment Trusts/Mutual Funds,
PZC,Miscellaneous,Investment Trusts/Mutual Funds,
LMNX,Health Technology,Biotechnology,
LUK,Energy Minerals,Integrated Oil,
CEMP,Miscellaneous,Investment Trusts/Mutual Funds,
CNS,Finance,Investment Managers,
TRNX,Utilities,Electric Utilities,
CUZ,Finance,Real Estate Investment Trusts,
CSCO,Technology Services,Information Technology Services,
MINI,Miscellaneous,Investment Trusts/Mutual Funds,
PSB,Finance,Real Estate Investment Trusts,
CCI,Finance,Real Estate Investment Trusts,
UPL,Energy Minerals,Oil & Gas Production,
GSIT,Electronic Technology,Semiconductors,
ABT,Health Technology,Medical Specialties,
SRE,Utilities,Gas Distributors,
CNI,Transportation,Railroads,
RRD,Commercial Services,Commercial Printing/Forms,
BDJ,Miscellaneous,Investment Trusts/Mutual Funds,
MFL,Miscellaneous,Investment Trusts/Mutual Funds,
DAKT,Electronic Technology,Electronic Production Equipment,
PLNT,Consumer Services,Other Consumer Services,
RVSB,Finance,Savings Banks,
CHMG,Finance,Regional Banks,
MAN,Commercial Services,Personnel Services,
AGFS,Process Industries,Chemicals: Agricultural,
FDS,Technology Services,Data Processing Services,
BTE,Energy Minerals,Oil & Gas Production,
NTCT,Technology Services,Information Technology Services,
GBAB,Miscellaneous,Investment Trusts/Mutual Funds,
RNST,Finance,Regional Banks,
SWK,Consumer Durables,Tools & Hardware,
TNC,Producer Manufacturing,Industrial Machinery,
ARW,Distribution Services,Electronics Distributors,
EDD,Miscellaneous,Investment Trusts/Mutual Funds,
NTZ,Consumer Durables,Home Furnishings,
BIT,Miscellaneous,Investment Trusts/Mutual Funds,
GEN,Health Services,Hospital/Nursing Management,
BRC,Producer Manufacturing,Miscellaneous Manufacturing,
WPRT,Producer Manufacturing,Trucks/Construction/Farm Machinery,
VZ,Communications,Major Telecommunications,
HSY,Consumer Non-Durables,Food: Specialty/Candy,
SDR,Finance,Investment Managers,
TZOO,Technology Services,Information Technology Services,
MNK,Health Technology,Pharmaceuticals: Other,
MCP,Electronic Technology,Semiconductors,
AR,Energy Minerals,Oil & Gas Production,
CSIQ,Producer Manufacturing,Electrical Products,
GLUU,Technology Services,Internet Software/Services,
PUK,Finance,Multi-Line Insurance,
FIBK,Finance,Regional Banks,
MFO,Finance,Real Estate Investment Trusts,
EMMS,Consumer Services,Broadcasting,
OXY,Energy Minerals,Oil & Gas Production,
PPX,Finance,Finance/Rental/Leasing,
EOD,Miscellaneous,Investment Trusts/Mutual Funds,
POST,Consumer Non-Durables,Food: Specialty/Candy,
ATR,Process Industries,Containers/Packaging,
BSMX,Finance,Regional Banks,
VJET,Producer Manufacturing,Industrial Machinery,
VRNT,Technology Services,Information Technology Services,
JAZZ,Health Technology,Pharmaceuticals: Other,
PGH,Finance,Insurance Brokers/Services,
NRIM,Finance,Regional Banks,
IR,Producer Manufacturing,Industrial Machinery,
GTY,Finance,Real Estate Investment Trusts,
ACCO,Producer Manufacturing,Office Equipment/Supplies,
AOSL,Electronic Technology,Semiconductors,
BAM,Finance,Investment Managers,
ANDE,Process Industries,Agricultural Commodities/Milling,
BJRI,Consumer Services,Restaurants,
FFKT,Finance,Regional Banks,
LMHA,Finance,Investment Managers,
ASPS,Finance,Finance/Rental/Leasing,
ZIXI,Technology Services,Data Processing Services,
STC,Finance,Specialty Insurance,
PLAB,Electronic Technology,Electronic Production Equipment,
EXD,Miscellaneous,Investment Trusts/Mutual Funds,
JHS,Miscellaneous,Investment Trusts/Mutual Funds,
RJF,Finance,Investment Banks/Brokers,
AAPL,Electronic Technology,Telecommunications Equipment,
EAB,Utilities,Electric Utilities,
JASO,Electronic Technology,Semiconductors,
APH,Electronic Technology,Electronic Components,
HOMB,Finance,Regional Banks,
ICLR,Health Technology,Pharmaceuticals: Other,
AEB,Finance,Multi-Line Insurance,
Y,Finance,Property/Casualty Insurance,
OMF,Finance,Finance/Rental/Leasing,
TTMI,Electronic Technology,Electronic Components,
HQL,Miscellaneous,Investment Trusts/Mutual Funds,
LPLA,Finance,Investment Banks/Brokers,
FEO,Miscellaneous,Investment Trusts/Mutual Funds,
WTM,Finance,Multi-Line Insurance,
BDN,Finance,Real Estate Investment Trusts,
DMND,Consumer Non-Durables,Food: Meat/Fish/Dairy,
WSBC,Finance,Regional Banks,
LBTYB,Consumer Services,Cable/Satellite TV,
DEI,Finance,Real Estate Investment Trusts,
DLNG,Transportation,Marine Shipping,
UVV,Consumer Non-Durables,Tobacco,
WBK,Finance,Major Banks,
AGO,Finance,Specialty Insurance,
FDEU,Miscellaneous,Investment Trusts/Mutual Funds,
GPOR,Energy Minerals,Oil & Gas Production,
GD,Electronic Technology,Aerospace & Defense,
DL,Commercial Services,Miscellaneous Commercial Services,
CHW,Miscellaneous,Investment Trusts/Mutual Funds,
ENDP,Health Technology,Pharmaceuticals: Other,
OFIX,Health Technology,Medical Specialties,
RHI,Commercial Services,Personnel Services,
AMNB,Finance,Major Banks,
KIO,Miscellaneous,Investment Trusts/Mutual Funds,
CHTR,Consumer Services,Cable/Satellite TV,
INBK,Finance,Regional Banks,
LANC,Consumer Non-Durables,Food: Specialty/Candy,
FRME,Finance,Regional Banks,
CCRN,Commercial Services,Personnel Services,
MCRI,Consumer Services,Hotels/Resorts/Cruise lines,
CVGW,Consumer Non-Durables,Food: Specialty/Candy,
CODI,Finance,Investment Managers,
DPG,Miscellaneous,Investment Trusts/Mutual Funds,
CGA,Process Industries,Chemicals: Agricultural,
BFO,Miscellaneous,Investment Trusts/Mutual Funds,
GJP,Finance,Finance/Rental/Leasing,
WEX,Technology Services,Data Processing Services,
ICON,Consumer Non-Durables,Apparel/Footwear,
RXN,Producer Manufacturing,Industrial Machinery,
CY,Electronic Technology,Semiconductors,
ABB,Producer Manufacturing,Electrical Products,
CUBI,Finance,Regional Banks,
GPX,Commercial Services,Miscellaneous Commercial Services,
VSTO,Consumer Durables,Recreational Products,
BAF,Miscellaneous,Investment Trusts/Mutual Funds,
QUMU,Electronic Technology,Computer Peripherals,
SYF,Finance,Finance/Rental/Leasing,
TMK,Energy Minerals,Oil & Gas Production,
INTC,Electronic Technology,Semiconductors,
KPTI,Health Technology,Biotechnology,
PSF,Miscellaneous,Investment Trusts/Mutual Funds,
OSG,Transportation,Marine Shipping,
AROC,Industrial Services,Oilfield Services/Equipment,
BNK,Miscellaneous,Investment Trusts/Mutual Funds,
COTY,Consumer Non-Durables,Household/Personal Care,
FUL,Process Industries,Industrial Specialties,
STB,Transportation,Other Transportation,
PETS,Retail Trade,Drugstore Chains,
SB,Transportation,Marine Shipping,
ALE,Utilities,Electric Utilities,
NWBI,Finance,Savings Banks,
CMG,Consumer Services,Restaurants,
LPSN,Technology Services,Internet Software/Services,
RSE,Finance,Investment Managers,
DCI,Process Industries,Industrial Specialties,
IGR,Miscellaneous,Investment Trusts/Mutual Funds,
JBLU,Transportation,Airlines,
GLOG,Transportation,Marine Shipping,
NVDA,Electronic Technology,Semiconductors,
MDU,Utilities,Gas Distributors,
RELX,Commercial Services,Miscellaneous Commercial Services,
RAIL,Producer Manufacturing,Trucks/Construction/Farm Machinery,
DGICA,Finance,Multi-Line Insurance,
GHM,Producer Manufacturing,Industrial Machinery,
KLIC,Electronic Technology,Semiconductors,
MATX,Transportation,Other Transportation,
GRC,Producer Manufacturing,Industrial Machinery,
OTIC,Health Technology,Biotechnology,
GLT,Process Industries,Pulp & Paper,
APIC,Finance,Investment Banks/Brokers,
AGII,Distribution Services,Wholesale Distributors,
APLE,Finance,Real Estate Investment Trusts,
SCCO,Non-Energy Minerals,Other Metals/Minerals,
TSO,Miscellaneous,Investment Trusts/Mutual Funds,
ABEV,Consumer Non-Durables,Beverages: Alcoholic,
AGN,Finance,Multi-Line Insurance,
BKCC,Finance,Investment Managers,
NTES,Technology Services,Internet Software/Services,
PRTA,Health Technology,Biotechnology,
VPV,Miscellaneous,Investment Trusts/Mutual Funds,
AGYS,Technology Services,Packaged Software,
BCH,Finance,Regional Banks,
PX,Non-Energy Minerals,Precious Metals,
RRGB,Consumer Services,Restaurants,
WTI,Energy Minerals,Oil & Gas Production,
VKQ,Miscellaneous,Investment Trusts/Mutual Funds,
CALM,Consumer Non-Durables,Food: Specialty/Candy,
MMYT,Consumer Services,Other Consumer Services,
SFL,Transportation,Marine Shipping,
JBL,Electronic Technology,Electronic Components,
NPT,Electronic Technology,Computer Communications,
TCP,Industrial Services,Oil & Gas Pipelines,
FF,Process Industries,Chemicals: Specialty,
WWW,Consumer Non-Durables,Apparel/Footwear,
DO,Industrial Services,Contract Drilling,
DCO,Electronic Technology,Aerospace & Defense,
HE,Utilities,Electric Utilities,
NVR,Consumer Durables,Homebuilding,
ETH,Consumer Durables,Home Furnishings,
CBL,Finance,Real Estate Investment Trusts,
AOI,Energy Minerals,Oil & Gas Production,
TSQ,Consumer Services,Broadcasting,
YPF,Energy Minerals,Integrated Oil,
REX,Process Industries,Chemicals: Specialty,
OKE,Industrial Services,Oil & Gas Pipelines,
AEL,Finance,Life/Health Insurance,
BGS,Consumer Non-Durables,Food: Major Diversified,
APA,Energy Minerals,Oil & Gas Production,
VSAT,Electronic Technology,Telecommunications Equipment,
DRE,Finance,Real Estate Investment Trusts,
MLP,Finance,Real Estate Development,
NUVA,Health Technology,Medical Specialties,
WRLD,Finance,Finance/Rental/Leasing,
CHKR,Finance,Regional Banks,
RDN,Finance,Specialty Insurance,
LC,Finance,Finance/Rental/Leasing,
LDP,Miscellaneous,Investment Trusts/Mutual Funds,
APOG,Producer Manufacturing,Building Products,
CLB,Industrial Services,Oilfield Services/Equipment,
KAMN,Electronic Technology,Aerospace & Defense,
PM,Consumer Non-Durables,Tobacco,
ROP,Electronic Technology,Electronic Equipment/Instruments,
NVAX,Health Technology,Biotechnology,
BABA,Retail Trade,Internet Retail,
SRCE,Finance,Regional Banks,
PPT,Miscellaneous,Investment Trusts/Mutual Funds,
ELB,Consumer Durables,Other Consumer Specialties,
KFY,Commercial Services,Personnel Services,
IND,Miscellaneous,Investment Trusts/Mutual Funds,
RYAM,Process Industries,Chemicals: Specialty,
SN,Non-Energy Minerals,Other Metals/Minerals,
CSGS,Technology Services,Data Processing Services,
JSD,Miscellaneous,Investment Trusts/Mutual Funds,
GME,Retail Trade,Specialty Stores,
JRS,Miscellaneous,Investment Trusts/Mutual Funds,
AWF,Miscellaneous,Investment Trusts/Mutual Funds,
XOM,Energy Minerals,Integrated Oil,
NCTY,Technology Services,Packaged Software,
XYL,Producer Manufacturing,Industrial Machinery,
NAD,Miscellaneous,Investment Trusts/Mutual Funds,
ANH,Finance,Real Estate Investment Trusts,
AJX,Finance,Investment Managers,
PYS,Finance,Finance/Rental/Leasing,
PFG,Finance,Investment Managers,
RGEN,Health Technology,Pharmaceuticals: Major,
ESND,Distribution Services,Wholesale Distributors,
SINA,Technology Services,Internet Software/Services,
NVRO,Health Technology,Medical Specialties,
HD,Retail Trade,Home Improvement Chains,
RNG,Technology Services,Packaged Software,
PBPB,Consumer Services,Restaurants,
IOC,Energy Minerals,Oil Refining/Marketing,
AHL,Retail Trade,Catalog/Specialty Distribution,
FTEK,Industrial Services,Engineering & Construction,
SBNY,Finance,Regional Banks,
TAL,Consumer Services,Other Consumer Services,
RUN,Utilities,Electric Utilities,
NTRS,Finance,Regional Banks,
ITG,Industrial Services,Engineering & Construction,
CBZ,Commercial Services,Miscellaneous Commercial Services,
GNRC,Producer Manufacturing,Electrical Products,
SFNC,Finance,Major Banks,
UTEK,Electronic Technology,Semiconductors,
BBOX,Finance,Real Estate Investment Trusts,
BKT,Miscellaneous,Investment Trusts/Mutual Funds,
PFO,Miscellaneous,Investment Trusts/Mutual Funds,
WHR,Consumer Durables,Electronics/Appliances,
PJH,Finance,Financial Conglomerates,
PCL,Energy Minerals,Oil & Gas Production,
